,song_names,sentences
Steel Meets Steel,Steel Meets Steel,there the heathens were subdued and in the end
Steel Meets Steel,Steel Meets Steel,we forced them all to yield or die
Steel Meets Steel,Steel Meets Steel,steel meets steel
Steel Meets Steel,Steel Meets Steel,in july in 99 the holy city was stormed and won
Steel Meets Steel,Steel Meets Steel,jerusalem was freed we thanked the lord for our glory
Steel Meets Steel,Steel Meets Steel,we the templars have survived by honor and pride
Steel Meets Steel,Steel Meets Steel,and the blessing of the sword
Steel Meets Steel,Steel Meets Steel,the quest of the war forever sung
Steel Meets Steel,Steel Meets Steel,to the sound of steel meets steel
Steel Meets Steel,Steel Meets Steel,steel meets steel
Child of the Damned,Child of the Damned,you made me see right past myself well beyond
Child of the Damned,Child of the Damned,my fears realized im synchronized far beyond my years
Child of the Damned,Child of the Damned,im so geared unto them i serve unto their souls
Child of the Damned,Child of the Damned,now that im addicted my hunger only grows
Child of the Damned,Child of the Damned,im a child of the damned i follow where i go
Child of the Damned,Child of the Damned,rigging to the cross as holy as a whore
Child of the Damned,Child of the Damned,im just a child of the damned
Child of the Damned,Child of the Damned,witches coven the time has come for those sabbatical
Child of the Damned,Child of the Damned,years revelation is the message for all in all to hear
Child of the Damned,Child of the Damned,prophets slayed mankind arrayed into mass submission
Child of the Damned,Child of the Damned,evils here the lord of hell gives you the proposition
Child of the Damned,Child of the Damned,im a child of the damned i follow where i go
Child of the Damned,Child of the Damned,rigging to the cross as holy as a whore
Child of the Damned,Child of the Damned,im just a child of the damned
Child of the Damned,Child of the Damned,give away your life goals your meaning and ambition
Child of the Damned,Child of the Damned,it means nothing to you after all its superstition
Child of the Damned,Child of the Damned,do not be afraid the world is near the end
Child of the Damned,Child of the Damned,is it better to rule in hell than it is to serve in heaven
Child of the Damned,Child of the Damned,im a child of the damned i follow where i go
Child of the Damned,Child of the Damned,rigging to the cross as holy as a whore
Child of the Damned,Child of the Damned,im just a child of the damned
I Believe,I Believe,is it too late to go in peace i wonder how 
I Believe,I Believe,how these things did start anyway 
I Believe,I Believe,maybe too late to find a way when the 
I Believe,I Believe,trail of grief is marked with memories 
I Believe,I Believe,now when youre gone the warmth 
I Believe,I Believe,of the sun seems so faraway 
I Believe,I Believe,i believe in everything i see every 
I Believe,I Believe,second is a miracle for me 
I Believe,I Believe,i believe after sunshine comes the 
I Believe,I Believe,rain and when its pouring down 
I Believe,I Believe,the only thing i feel is pain 
I Believe,I Believe,i walk alone through shapeless dreams 
I Believe,I Believe,my only home is the wasteland that i cross 
I Believe,I Believe,i close the door and turn the key 
I Believe,I Believe,those days of joy are barely memories 
I Believe,I Believe,now when youre gone your star will 
I Believe,I Believe,shine on wont you shine for me 
I Believe,I Believe,i believe in everything i see every 
I Believe,I Believe,second is a miracle for me 
I Believe,I Believe,i believe after sunshine comes the 
I Believe,I Believe,rain and when its pouring down 
I Believe,I Believe,the only thing i feel is pain
Hammerfall [Bonus Track],Hammerfall [Bonus Track],silent screaming youre on your own
Hammerfall [Bonus Track],Hammerfall [Bonus Track],balancing on a blade between
Hammerfall [Bonus Track],Hammerfall [Bonus Track],whats right and what is wrong
Hammerfall [Bonus Track],Hammerfall [Bonus Track],dont loose your faith dont sit there in silence
Hammerfall [Bonus Track],Hammerfall [Bonus Track],show your strength lets hail the metal gods
Hammerfall [Bonus Track],Hammerfall [Bonus Track],bare your heart
Hammerfall [Bonus Track],Hammerfall [Bonus Track],all for one our burning hearts will live forever
Hammerfall [Bonus Track],Hammerfall [Bonus Track],one for all together standing strong
Hammerfall [Bonus Track],Hammerfall [Bonus Track],hammerfall we will prevail
Hammerfall [Bonus Track],Hammerfall [Bonus Track],hammerfall let us hail
Hammerfall [Bonus Track],Hammerfall [Bonus Track],we share a dream the future is ours
Hammerfall [Bonus Track],Hammerfall [Bonus Track],a metal heart is hard to tear apart heed the call
Hammerfall [Bonus Track],Hammerfall [Bonus Track],a flash of light calls out the providers
Hammerfall [Bonus Track],Hammerfall [Bonus Track],we run this race but we will never crawl
Hammerfall [Bonus Track],Hammerfall [Bonus Track],all hail hammerfall
Hammerfall [Bonus Track],Hammerfall [Bonus Track],all for one our burning hearts will live forever
Hammerfall [Bonus Track],Hammerfall [Bonus Track],one for all together standing strong
Hammerfall [Bonus Track],Hammerfall [Bonus Track],hammerfall we will prevail
Hammerfall [Bonus Track],Hammerfall [Bonus Track],hammerfall let us hail
Hammerfall [Bonus Track],Hammerfall [Bonus Track],just follow your heart dont listen to the crowd
Hammerfall [Bonus Track],Hammerfall [Bonus Track],the wisdom the voice is calling from inside
Hammerfall [Bonus Track],Hammerfall [Bonus Track],the time long forgotten will soon come again
Hammerfall [Bonus Track],Hammerfall [Bonus Track],prepare for the meeting the gods of metal reign
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],icy water on my hands
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the roar of thunder everywhere
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],i close my eyes i realize
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],im far away from home
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],in the twilight zone the shadows mourn
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],out of the night came the shining 
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the metal age
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],ivory towers conceal my eyes
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],caught up in a long lost time
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],where no one speaks at liberty
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],they guard their destiny
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],to forge the steel they will reveal
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],out of the night came the shining 
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the metal age
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],im falling into the breach
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],im a stranger in this land im falling
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],standing strong the brave and the elder
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],with scars seldom forgotten above it all
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],come with us offering shelter
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],from the icy wind that shiver
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],come with us to the twilight zone oh yeah
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],youre welcome to the metal age
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],hear the bell begin to chime
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the moonlit skies burst out in flames
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the time has come it must be done
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],let the power be unchained
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],by the force within let the war begin
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],out of the night came the shining 
Metal Age [Live; Bonus Track],Metal Age [Live; Bonus Track],the metal age
The Dragon Lies Bleeding,The Dragon Lies Bleeding,ride through the valley in thunder and rain
The Dragon Lies Bleeding,The Dragon Lies Bleeding,the battle is raging redeem this domain
The Dragon Lies Bleeding,The Dragon Lies Bleeding,the castle of eden lies silent above
The Dragon Lies Bleeding,The Dragon Lies Bleeding,darkness surrounded us away we must go
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i look through the eyes of the world
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i see theres a stranger among us
The Dragon Lies Bleeding,The Dragon Lies Bleeding,awaiting a sign from above
The Dragon Lies Bleeding,The Dragon Lies Bleeding,to conquer the power and the glory
The Dragon Lies Bleeding,The Dragon Lies Bleeding,enter the battle our will to enchain
The Dragon Lies Bleeding,The Dragon Lies Bleeding,bringing us forward defeating the pain
The Dragon Lies Bleeding,The Dragon Lies Bleeding,into the meeting with swords made of steel
The Dragon Lies Bleeding,The Dragon Lies Bleeding,were standing together the secret reveals
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i look through the eyes of the world
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i know whos the stranger among us
The Dragon Lies Bleeding,The Dragon Lies Bleeding,awaiting a sign from above
The Dragon Lies Bleeding,The Dragon Lies Bleeding,to conquer the power and glory
The Dragon Lies Bleeding,The Dragon Lies Bleeding,come across to the promised land
The Dragon Lies Bleeding,The Dragon Lies Bleeding,close your eyes i will take your hand
The Dragon Lies Bleeding,The Dragon Lies Bleeding,through the river of steel well go
The Dragon Lies Bleeding,The Dragon Lies Bleeding,when the dragon lies bleeding
The Dragon Lies Bleeding,The Dragon Lies Bleeding,above the glory well carry on
The Dragon Lies Bleeding,The Dragon Lies Bleeding,now the time has come to return back home
The Dragon Lies Bleeding,The Dragon Lies Bleeding,the setting sun illuminates the dead
The Dragon Lies Bleeding,The Dragon Lies Bleeding,the battlefield field is shining red
The Dragon Lies Bleeding,The Dragon Lies Bleeding,silent lies eden on top of the moor
The Dragon Lies Bleeding,The Dragon Lies Bleeding,were fighting with honor protecting our lord
The Dragon Lies Bleeding,The Dragon Lies Bleeding,the last one survivor lies bleeding i kneel
The Dragon Lies Bleeding,The Dragon Lies Bleeding,into his heart i settle the steel
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i look through the eyes of the world
The Dragon Lies Bleeding,The Dragon Lies Bleeding,i see theres a stranger among us
